track_id,name,artist,spotify_preview_url,spotify_id,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRYJFWI128F42AAD6F,Aqueous Transmission,Incubus,https://p.scdn.co/mp3-preview/add713ac62572eb4a03c6f8240fb3bb7341e38fe?cid=774b29d4f13844c495f206cafdad9c86,0tinOBuXB7RW2VbWDIykVu,Rock,1997,466560,0.415,0.456,9,-12.082,1,0.0352,0.00501,0.763,0.178,0.0935,151.937,4
TRCSBVF128F93513C1,Sheena Is a Punk Rocker,Ramones,https://p.scdn.co/mp3-preview/04a5a69a16e0ea6d35f5c99e6c4f2ef5a7ef1b87?cid=774b29d4f13844c495f206cafdad9c86,0CDhITOqOEidbxxVy88Sl0,Rock,1978,136000,0.26,0.925,0,-4.338,1,0.0566,0.000794,0.0,0.868,0.4,103.904,4
TRUDQDT128F42811F1,In One Ear,Cage the Elephant,https://p.scdn.co/mp3-preview/88026c6fd3b6617c78d1528414359c3f53e7c8ae?cid=774b29d4f13844c495f206cafdad9c86,0f8MA1n2bvsg7eGvYZ4lhx,Rock,2009,241320,0.326,0.948,1,-4.315,0,0.0606,0.000258,0.0,0.367,0.358,166.388,4
TRTTGCZ128F1486DEE,Scenic World,Beirut,https://p.scdn.co/mp3-preview/b8603579cee3534c3136b6d3e65c517a5e86384f?cid=774b29d4f13844c495f206cafdad9c86,3RdiJd4HsbzxSDGxXABIKu,Rock,2006,128280,0.471,0.593,7,-7.492,1,0.0367,0.545,0.0547,0.0859,0.474,170.628,4
TRLOAZC128F92E7C6C,Tangled,Maroon 5,https://p.scdn.co/mp3-preview/a33b51b4eff0e9d48ba82592859f0ee1bdc3b5b0?cid=774b29d4f13844c495f206cafdad9c86,07oRM1c6VtzDpxjTn8w6Hm,Rock,2002,198200,0.626,0.8,9,-5.085,0,0.0611,0.0313,0.0,0.0587,0.737,145.839,4
TRXFOLO12903CB0D1A,Gimme All Your Lovin',ZZ Top,https://p.scdn.co/mp3-preview/124e16ce0711c8dd48543f67b2bc5be997f8d45a?cid=774b29d4f13844c495f206cafdad9c86,0Ag6avbbpNImKS3hJU2BzF,Rock,2009,272800,0.529,0.92,5,-7.333,1,0.0504,0.0152,0.0285,0.954,0.727,119.379,4
TRELFYP128F4279C78,Chic 'N' Stu,System of a Down,https://p.scdn.co/mp3-preview/fcac8f3ad1745c02011154700cfd53d1de4c47f7?cid=774b29d4f13844c495f206cafdad9c86,0fcWHVZyqiHx7s3vCigQtA,Metal,2002,143626,0.611,0.795,6,-3.428,1,0.04,0.0173,0.0,0.116,0.383,95.759,4
TRDBTIY128F92FED4B,Glory Days,Bruce Springsteen,https://p.scdn.co/mp3-preview/35ec64feedad2fca5734ab76394156e49ca87c3b?cid=774b29d4f13844c495f206cafdad9c86,0aMmboyoBdcbE2O5YYF9lP,Pop,1973,255066,0.566,0.947,9,-6.547,1,0.0332,0.168,0.0,0.126,0.974,117.239,4
TRCSZIJ12903CA350E,Dumpweed,blink-182,https://p.scdn.co/mp3-preview/6eb314468dad321840d7c0ad0b1b9623a5acf8ae?cid=774b29d4f13844c495f206cafdad9c86,1D23LHWrtlQL9QwxDaUjXZ,Rock,1999,143866,0.465,0.947,4,-5.513,1,0.0883,0.00249,9.04e-05,0.12,0.6,100.717,4
TRKSXNO128E07937C2,Outshined,Soundgarden,https://p.scdn.co/mp3-preview/e00369b936590cd78fa9ad531a1303e1de313cc4?cid=774b29d4f13844c495f206cafdad9c86,0MEvJkkyhAcckyWkVksbzI,Rock,1991,310533,0.508,0.741,2,-9.437,0,0.0287,4.22e-05,0.016,0.177,0.58,95.066,1
TRPURXR128F936106C,Girl From the North Country,Bob Dylan,https://p.scdn.co/mp3-preview/ef6d7428a8d62408825df6bf65f8ee4c8619af91?cid=774b29d4f13844c495f206cafdad9c86,016ld1Z2eBLhtVaz9YpYZP,Blues,2013,220586,0.6,0.293,7,-14.295,1,0.0327,0.876,0.000567,0.116,0.358,118.275,4
TRVBCDW128F92DE1EB,Magick,Klaxons,https://p.scdn.co/mp3-preview/dde6c470e03a2e41c6c2d7f6333ac42341ef9a7c?cid=774b29d4f13844c495f206cafdad9c86,06HcbgVktiUzKPY85MRvX5,Rock,2006,216586,0.265,0.963,5,-3.19,0,0.0999,0.00814,0.00223,0.608,0.224,152.362,4
TRFNYPJ128F427208B,Waterfall,The Stone Roses,https://p.scdn.co/mp3-preview/78315525d711501fdcc5a95ab5dc3a678c7e7ea0?cid=774b29d4f13844c495f206cafdad9c86,07DwuJRs4jO1cd67RHnLqj,Rock,1989,278653,0.502,0.52,11,-13.537,1,0.0283,0.0347,0.404,0.284,0.585,103.711,4
TRZJZEG12903CA7268,Bridge Burning,Foo Fighters,https://p.scdn.co/mp3-preview/ec1a9cb3dda864e7b9c4c0541c50441e02716770?cid=774b29d4f13844c495f206cafdad9c86,0bHD1nLe7Nhw55ZGJ92332,Rock,2011,286466,0.42,0.914,6,-4.322,0,0.043,2.86e-05,0.0282,0.22,0.301,170.199,4
TRWESZC12903D05424,Hateful,The Clash,https://p.scdn.co/mp3-preview/7994a7de6452c52d730146118c159efcd3255417?cid=774b29d4f13844c495f206cafdad9c86,09MPuFHtmIcs8OCezfM9JO,Rock,1979,164040,0.606,0.879,7,-6.617,1,0.0431,0.0312,0.0,0.394,0.786,114.105,4
TRYDKRC128F421AD5C,Had Enough,Breaking Benjamin,https://p.scdn.co/mp3-preview/421a3064359e7c6b9afed2c72e319ed286b5963b?cid=774b29d4f13844c495f206cafdad9c86,0Jmrp96iTvV8NXcphMFOd2,Blues,2011,256173,0.274,0.96,8,-4.502,1,0.171,0.000837,0.0,0.835,0.309,169.247,4
TRGJBPZ128F92F256D,Cum on Feel the Noize,Quiet Riot,https://p.scdn.co/mp3-preview/90a6157eb5541607e074198d9c1e465cfdeb27c5?cid=774b29d4f13844c495f206cafdad9c86,06WCWFknYa51ZvflxoCOcR,Punk,2012,228173,0.442,0.884,11,-6.485,0,0.0945,0.000252,0.000651,0.0519,0.601,145.107,4
TRYMOID128F4259A8F,Side,Travis,https://p.scdn.co/mp3-preview/bd63c465d06976536b3d3ebbb054dc1603df57a5?cid=774b29d4f13844c495f206cafdad9c86,0hYxSjVwQ50q1D39BHRUJz,Rock,2001,236360,0.455,0.848,7,-5.242,0,0.0284,0.00043,7.03e-06,0.369,0.515,90.932,4
TRCUCEA128F425A8B9,Lights,Editors,https://p.scdn.co/mp3-preview/af57c54b6e83286ccdbc577f75d37a402d47306a?cid=774b29d4f13844c495f206cafdad9c86,0KlxzexaXRXCYxfY0qTt7k,Rock,2005,151306,0.393,0.843,4,-6.1,0,0.037,0.000408,0.0531,0.475,0.664,144.314,4
TRXBHSU128F42BC33E,Black Thumbnail,Kings of Leon,https://p.scdn.co/mp3-preview/112b192fb796504e49a07872a1da24ac6dcbcfdc?cid=774b29d4f13844c495f206cafdad9c86,0KTnrRWtXY1jIuzTov2UgA,Rock,2007,239546,0.356,0.844,9,-3.628,1,0.057,0.00361,0.000114,0.238,0.183,131.529,4
TRMHVMD12903D080C9,Drag,Placebo,https://p.scdn.co/mp3-preview/297bdd6af17e0ec09f5f58dec941d931d1cb4e00?cid=774b29d4f13844c495f206cafdad9c86,1Q9zO0zHDGDpyxMf95TVsy,Rock,2006,201120,0.479,0.827,8,-5.183,1,0.0925,0.00148,8.85e-06,0.191,0.373,151.984,4
TRFXWSD128F93173BF,Gold Guns Girls,Metric,https://p.scdn.co/mp3-preview/9c70afe9beab081816f39b9e9be072d4484ec019?cid=774b29d4f13844c495f206cafdad9c86,0OLW6kOkKyfXLygcr0SwcB,Rock,2009,265972,0.502,0.357,9,-11.148,0,0.0289,0.924,0.0153,0.112,0.0993,146.858,4
TREJLYT12903CE12F6,Long Train Runnin',The Doobie Brothers,https://p.scdn.co/mp3-preview/0accffe4dcd7d4a39074de5fe54196364c49036d?cid=774b29d4f13844c495f206cafdad9c86,02MfAODUcPXBHfwo6pQpNa,Rock,2012,202025,0.691,0.82,0,-7.792,0,0.0339,0.384,0.0291,0.0528,0.842,120.027,4
TRQHIIR128F145A190,Time Awaits,The Kooks,https://p.scdn.co/mp3-preview/04d74a0fc000090affcbc2ea37940729b6648952?cid=774b29d4f13844c495f206cafdad9c86,0NsAMJ7zXC8CNTFGSE6UQk,Rock,2006,308813,0.271,0.678,11,-7.713,0,0.0415,0.000189,0.0011,0.157,0.2,170.969,4
TRINAHZ128F92F3D81,Son et Lumiere,The Mars Volta,https://p.scdn.co/mp3-preview/a663b7521abd235f24046c7a9a8c92a36e485b7b?cid=774b29d4f13844c495f206cafdad9c86,4dKI5nfflnRVGyeCYT95Vv,Rock,2003,95386,0.426,0.518,11,-14.036,0,0.0359,0.329,9.88e-05,0.115,0.32,86.716,4
TRJVMOD128F14824CC,My December,Linkin Park,https://p.scdn.co/mp3-preview/570178b89a4d340dba9026e105f391d7d45fca1f?cid=774b29d4f13844c495f206cafdad9c86,0fxGA5lxrdYNYoE7yJxTNZ,Rock,2000,260560,0.73,0.585,0,-9.274,1,0.0238,0.375,0.0101,0.147,0.721,100.021,4
TRNJDTT128F427D87E,Gap,The Kooks,https://p.scdn.co/mp3-preview/64fd4625e186287d28c748b0eb64012f9875e0c7?cid=774b29d4f13844c495f206cafdad9c86,0egYeISQ8ihu7g8ciYPj15,Rock,2008,239960,0.377,0.718,3,-6.166,1,0.0364,0.042,0.0,0.0855,0.716,148.158,4
TRPEWCY128F427AAF4,My Friends Over You,New Found Glory,https://p.scdn.co/mp3-preview/2fd0e60cbdb878eb70475120f472f94020a90578?cid=774b29d4f13844c495f206cafdad9c86,048DAYuEulA3yUE39EcjNJ,Rock,2002,220200,0.404,0.98,2,-4.038,1,0.107,0.000193,0.0,0.0742,0.433,177.793,4
TRKQMZO128F933897D,Potion Approaching,Arctic Monkeys,https://p.scdn.co/mp3-preview/8d7ef3e06b8573b4384f14bf24b1fa85a2250485?cid=774b29d4f13844c495f206cafdad9c86,0NV6MbL0TFMPYMGYBt3PTc,Rock,2009,212153,0.407,0.77,4,-8.958,0,0.0478,0.00524,0.0687,0.0806,0.781,103.083,4
TRHOEDB128F427A82E,Olympic Airways,Foals,https://p.scdn.co/mp3-preview/e173304ee2c7c7e1fdfb9f704a54947a283a97dd?cid=774b29d4f13844c495f206cafdad9c86,0n53SLNjbv6dOtrAVKohvp,Rock,2008,252093,0.603,0.869,9,-7.167,0,0.0309,0.0443,0.737,0.286,0.795,138.944,4
TRRLGDR128F933A7C9,Injection,Rise Against,https://p.scdn.co/mp3-preview/686b16e6a91cb910df2897d8dfea965616a121ac?cid=774b29d4f13844c495f206cafdad9c86,0it4CBT8IGSbXv4ik5A7cN,Rock,2006,199213,0.42,0.995,8,-2.984,0,0.0769,0.000266,0.000429,0.0931,0.469,105.634,4
TRGTYLD128F932BE9E,Calm Like You,The Last Shadow Puppets,https://p.scdn.co/mp3-preview/8a4c624d3d6b254b7a46e42eed88f5de2abfb139?cid=774b29d4f13844c495f206cafdad9c86,0bQniuZL0OYWg828EA8EvR,Rock,2008,146266,0.344,0.756,6,-7.298,0,0.0551,0.00923,3.22e-05,0.146,0.495,128.185,3
TRUZRJE128F422C14F,The Party Song,blink-182,https://p.scdn.co/mp3-preview/78064133990728baae58a5ac8c1dd1014e7f8cac?cid=774b29d4f13844c495f206cafdad9c86,0otkqXHQLcyJDi9ydpirpV,Pop,1999,139106,0.344,0.936,1,-4.075,0,0.133,0.103,0.0,0.373,0.882,119.149,4
TRRDFVG128F42893F7,Doll,Foo Fighters,https://p.scdn.co/mp3-preview/ed97c86e6f73097ab414e5c1ab599a120853f010?cid=774b29d4f13844c495f206cafdad9c86,2KvhVhBR7MIMZUQNRBiY2k,Rock,1997,83800,0.491,0.263,7,-11.793,1,0.0305,0.52,0.182,0.257,0.195,119.231,3
TRINGNO12903CBDAC9,Tides,The xx,https://p.scdn.co/mp3-preview/525aa7941084d86231271d64ea6ccb4b9ee6214d?cid=774b29d4f13844c495f206cafdad9c86,0cCaCQYbRLbNz0t204ZgxL,Electronic,2012,181000,0.714,0.212,9,-13.178,0,0.0444,0.727,0.145,0.0644,0.356,99.033,4
TRHNUTF128F9338982,Pretty Visitors,Arctic Monkeys,https://p.scdn.co/mp3-preview/a08771d4038c3aa1c5cf07354e56e3dcacdcf639?cid=774b29d4f13844c495f206cafdad9c86,0nck4hWrslOmxRyE1wAaH1,Rock,2009,220506,0.244,0.896,6,-5.576,0,0.464,0.0614,2.83e-05,0.127,0.142,83.354,4
TRLTCCL12903CE439A,Arizona,Kings of Leon,https://p.scdn.co/mp3-preview/680f466357eb749b24db3a82321b3b69983822d7?cid=774b29d4f13844c495f206cafdad9c86,0LwgIXe0abu9b57ef7yVHV,Rock,2007,290093,0.508,0.522,4,-6.812,1,0.0303,0.0143,0.237,0.0874,0.34,154.027,4
TRHELBK128F931F176,Fire and the Thud,Arctic Monkeys,https://p.scdn.co/mp3-preview/6c66e21e13225b4f8cb5e8afe62723d770606f6d?cid=774b29d4f13844c495f206cafdad9c86,0NRKxPwH8VdG3Se5YWPqF7,Rock,2009,237533,0.566,0.61,2,-11.228,1,0.0388,0.165,0.006,0.215,0.406,114.904,4
TRLFTFC128E0780CEA,Taste in Men,Placebo,https://p.scdn.co/mp3-preview/3f0cf5cdb54d7b1cb69a1238d5b63bf1a3a184c0?cid=774b29d4f13844c495f206cafdad9c86,24edGtzvotH0TO8ZgZgNRy,Rock,2000,255000,0.391,0.887,0,-4.612,0,0.0597,0.00316,0.0556,0.0882,0.32,101.969,4
TRRGPNE128F9303210,Don't Go Away,Oasis,https://p.scdn.co/mp3-preview/377be09f772382faa4abd992e463a906372f2393?cid=774b29d4f13844c495f206cafdad9c86,0goZr16jDmj8QNWDTvOO27,Reggae,1997,288640,0.422,0.846,0,-4.426,1,0.0364,0.0574,2.69e-06,0.0798,0.192,81.048,4
TRDVERN12903CA8A23,Fall to Pieces,Velvet Revolver,https://p.scdn.co/mp3-preview/9f4815d8344d65b40530646cf140bfab475171d3?cid=774b29d4f13844c495f206cafdad9c86,0hCdoVU6BF1EjDwQi5hv10,Rock,2012,270813,0.44,0.894,6,-3.063,1,0.0511,0.00104,0.108,0.122,0.281,132.884,4
TRVRTDK128F42AF6F7,You Know My Name,Chris Cornell,https://p.scdn.co/mp3-preview/33cc60951d17afd00135df9b83be018e2c402824?cid=774b29d4f13844c495f206cafdad9c86,25ZYW04T6qsgV5b2mRsDb3,Pop,2012,241840,0.358,0.851,11,-3.623,0,0.041,0.0217,0.0,0.255,0.397,137.465,4
TREEZOU128F1452488,Shoplifters of the World Unite,The Smiths,https://p.scdn.co/mp3-preview/0129b0ba43969e88fe41c2309e5ce96d5ae75e43?cid=774b29d4f13844c495f206cafdad9c86,2RTdhmSgQXoZsXZlLQkzet,Rock,1987,178720,0.446,0.633,2,-11.36,1,0.0503,0.191,0.00699,0.276,0.612,169.324,4
TRUJRQY128F423A63C,California Girls,The Beach Boys,https://p.scdn.co/mp3-preview/fbd175b403510ec539fd488fc4138eceaf9875f1?cid=774b29d4f13844c495f206cafdad9c86,0mwr3py9MZIOdvOrI31h6r,Rock,2012,166520,0.393,0.714,11,-8.521,1,0.0374,0.159,2.49e-06,0.312,0.769,115.522,4
TRKMWHB128E078ED8A,God Is in the Radio,Queens of the Stone Age,https://p.scdn.co/mp3-preview/b6561d996d993d0ef8c6629fccb6e59fab14dafc?cid=774b29d4f13844c495f206cafdad9c86,1dVWz4VM5QkgzHLjFEKM4u,Rock,2002,364924,0.521,0.686,1,-5.532,0,0.046,0.121,0.474,0.577,0.381,116.119,4
TRXINKQ128F92F44D7,St. Anger,Metallica,https://p.scdn.co/mp3-preview/014185ed5bfb9c4e0db0c3a03cc3306b177809c1?cid=774b29d4f13844c495f206cafdad9c86,1Ag24dTGd2X11OHakk2LQW,Rap,2009,441133,0.249,0.949,2,-2.642,0,0.0678,0.00131,0.0228,0.0953,0.498,185.252,4
TRYQZZS128E0780E11,Innuendo,Queen,https://p.scdn.co/mp3-preview/829a9ac619871e3fe17af333d2f9aa69a7f7ff08?cid=774b29d4f13844c495f206cafdad9c86,1dG4lTOVFu8RkSzybolp7o,Rock,1991,391266,0.339,0.449,0,-15.818,1,0.0393,0.0976,0.000219,0.114,0.254,72.302,4
TRFXMAK128F146EF5B,The Adventure,Angels & Airwaves,https://p.scdn.co/mp3-preview/793897f0a7b68a681957776f43c615d63b83a377?cid=774b29d4f13844c495f206cafdad9c86,0Lg4YMzmBcEZX44uXlDwrL,Rock,2006,312533,0.543,0.878,11,-5.994,1,0.0472,0.0485,0.00101,0.125,0.189,144.157,4
TRBZSCQ128E07827DE,Everyday Is Like Sunday,Morrissey,https://p.scdn.co/mp3-preview/ed8f6bc9c5d20ce361a44a5668932ba2d8092b91?cid=774b29d4f13844c495f206cafdad9c86,08hfefwKfFD0On0kp3f8R4,Rock,2012,213786,0.613,0.704,0,-10.732,1,0.0279,0.00593,0.482,0.203,0.623,116.904,4
TRYPNQA128F145A193,Got No Love,The Kooks,https://p.scdn.co/mp3-preview/dbd26e9cbfa090eadf9d6a58a9218e56aec96498?cid=774b29d4f13844c495f206cafdad9c86,0aWWsKJCNk9NbUV9CNgqgX,Rock,2006,217866,0.648,0.374,7,-10.543,1,0.0421,0.0377,0.436,0.0797,0.223,130.628,4
TROZZEA128F42206DD,End of the Night,The Doors,https://p.scdn.co/mp3-preview/24c62e4404b19b17801718dda5819668aa02990c?cid=774b29d4f13844c495f206cafdad9c86,09ezgACZuwWZt6CtQSSLRG,Rock,1967,170693,0.41,0.218,11,-12.544,0,0.0293,0.902,0.000396,0.135,0.0755,72.081,4
TRNRJEY12903CBD4A0,Take It as It Comes,The Doors,https://p.scdn.co/mp3-preview/829df80ea60451dcf82638d2761664fa01e9a05c?cid=774b29d4f13844c495f206cafdad9c86,0Ltj1qY35Vkb3kCbt6h7ck,Rock,2006,135173,0.427,0.56,4,-7.509,0,0.0321,0.0023,0.0,0.248,0.5,149.234,4
TRLMZAU128F425045A,Time for Heroes,The Libertines,https://p.scdn.co/mp3-preview/8e9babe63d5d4542b52470a266bc0648dc3b21c3?cid=774b29d4f13844c495f206cafdad9c86,2HecPuqBy67gvwkB0eqdjD,Rock,2003,161133,0.323,0.901,2,-5.251,1,0.0528,0.0095,0.000278,0.0182,0.711,152.395,4
TRGHOQM12903C9F66F,Supremacy,Muse,https://p.scdn.co/mp3-preview/69ddf085834205f3594a6f3c08da2bb9bc2d16d7?cid=774b29d4f13844c495f206cafdad9c86,1dByq8M4ChgXXL25qfCSZl,Electronic,2013,295280,0.393,0.636,9,-6.377,0,0.0383,0.00235,0.0354,0.17,0.364,79.519,4
TRHEYSM128F428318C,Alone I Break,Korn,https://p.scdn.co/mp3-preview/09231633f4305294cb3854d57f30308ff4c849f7?cid=774b29d4f13844c495f206cafdad9c86,0adtVNDTVryuEBP2JoYcIS,Rock,1994,256640,0.544,0.687,6,-6.726,0,0.0604,0.00119,0.264,0.113,0.754,79.877,4
TRURHIC128E078F194,Happy Jack,The Who,https://p.scdn.co/mp3-preview/f030cfbe46b735f8c92644981d69200309c04f34?cid=774b29d4f13844c495f206cafdad9c86,1Lwm6rkAzeJcrBz4ERgkzD,Rock,1971,132800,0.561,0.581,2,-11.759,1,0.0616,0.0465,0.00495,0.122,0.96,128.967,4
TRAYUCR128E078EE0F,Aneurysm,Nirvana,https://p.scdn.co/mp3-preview/75a69b3b2b7811d3156e9d70da8cab54117565c9?cid=774b29d4f13844c495f206cafdad9c86,2aghmBMNJ1RrgUP0hgjzRp,Rock,1992,275600,0.29,0.808,7,-9.733,1,0.0762,7.38e-05,6.85e-05,0.134,0.323,135.505,4
TRYQMAY128F92E58AF,No Ceiling,Eddie Vedder,https://p.scdn.co/mp3-preview/dfb5b2c9bcf2257fc2f72447d877b259229339c8?cid=774b29d4f13844c495f206cafdad9c86,1BJ16GeqVvR737vuUSQjYD,Rock,2007,94053,0.728,0.652,3,-6.833,1,0.025,0.452,0.000248,0.0996,0.754,106.892,4
TRILOWN128F426080F,Underneath Your Clothes,Shakira,https://p.scdn.co/mp3-preview/6c5a56058ce04371cfe823a5d4c3557f45b026d2?cid=774b29d4f13844c495f206cafdad9c86,07qRl4PT2lA6O3KN40McLz,Pop,2013,224893,0.707,0.585,8,-5.293,1,0.0298,0.691,0.0,0.103,0.407,82.784,4
TRCWSML128F423051E,Superbeast,Rob Zombie,https://p.scdn.co/mp3-preview/c7b6f40fb4d68c490be03f819f13cb1c71f78cd0?cid=774b29d4f13844c495f206cafdad9c86,0Js6tdRNj2MF0RfnpgFV7r,Metal,2003,220226,0.515,0.975,11,-4.433,0,0.0609,7.65e-05,0.561,0.457,0.309,154.05,4
TRBAAYJ128F931CBFA,Low Rider,War,https://p.scdn.co/mp3-preview/a097b489e03058a9785083aa104c5cab857a0528?cid=774b29d4f13844c495f206cafdad9c86,09JSGcaSoisX4qLFI1JUK8,Jazz,1993,193266,0.81,0.662,0,-11.262,1,0.0487,0.0673,0.626,0.0617,0.993,139.771,4
TRRLPPT12903CDB927,Go It Alone,Beck,https://p.scdn.co/mp3-preview/add230fd8381d2e8b9c9ff2d641f2cb9db1b827e?cid=774b29d4f13844c495f206cafdad9c86,11PUwCnfrI9ChyMmHaA6vY,Metal,2005,248840,0.869,0.393,1,-10.438,1,0.0564,0.557,0.557,0.105,0.519,149.953,4
TRDAYHC128F147878E,The Good Left Undone,Rise Against,https://p.scdn.co/mp3-preview/72bc7359184e2136e900b98b687ab3119766ab2e?cid=774b29d4f13844c495f206cafdad9c86,1dbB0D0hKc8pQtCyN14AZu,Rock,2006,181440,0.288,0.978,1,-3.748,0,0.117,0.000374,1.04e-06,0.125,0.633,120.13,4
TRWBYQT128E0781140,Down by the Water,PJ Harvey,https://p.scdn.co/mp3-preview/ea01a807a7621aa2f9c831a7514b0fd1adf7d66e?cid=774b29d4f13844c495f206cafdad9c86,0KK0pChFVAfP6Bo10LSNJK,Rock,1967,194893,0.616,0.792,9,-7.076,1,0.0347,0.00145,0.15,0.3,0.349,125.212,4
TRRZVKM128F14A94E3,Cemetry Gates,The Smiths,https://p.scdn.co/mp3-preview/1e247188c3ec5ca5225c13f8274bec678c8d6eba?cid=774b29d4f13844c495f206cafdad9c86,1Rki6GKyS6NqevcwLaP7iZ,Rock,1986,159093,0.537,0.655,7,-12.356,1,0.0323,0.0978,0.0,0.128,0.667,105.232,4
TRGOHJU128F1453D50,Anthem Part Two,blink-182,https://p.scdn.co/mp3-preview/7fad4d9f89bb57dccd2d6fe85137473bd94d2db8?cid=774b29d4f13844c495f206cafdad9c86,1JDrYoDdvTcK79fzRIqHik,Rock,2006,229293,0.553,0.903,0,-5.877,1,0.0432,0.000122,3.1e-06,0.106,0.506,103.086,4
TRFOCYH128F92F26DF,Y'all Want A Single,Korn,https://p.scdn.co/mp3-preview/b1cda780b7947214a316017315372eca54122c73?cid=774b29d4f13844c495f206cafdad9c86,0VmO0ZNteIFffayYLzf7vq,Rock,2003,197906,0.758,0.802,11,-3.651,0,0.0714,0.0085,0.0,0.527,0.769,118.023,4
TRGVIQD128F92D5C7D,Hollywood Whore,Papa Roach,https://p.scdn.co/mp3-preview/f9189857299bf5fa000ef4fae33ee44d47f1757e?cid=774b29d4f13844c495f206cafdad9c86,00uZgmHKPnsbwNu23ErGWf,Rock,2009,234426,0.534,0.877,8,-4.591,1,0.0388,0.000898,5.64e-05,0.177,0.341,93.004,4
TRJTCUF128F42409CF,The First Song,Band of Horses,https://p.scdn.co/mp3-preview/97fd6c6993c01be6225d05f9274558fe42fe3486?cid=774b29d4f13844c495f206cafdad9c86,49azdafcplXU68beqSuSyC,Rock,2006,223320,0.32,0.625,11,-4.987,1,0.0337,5.2e-06,0.00028,0.307,0.457,122.513,4
TRRGTTO12903CF0A3A,Time Bomb,Rancid,https://p.scdn.co/mp3-preview/1991f29df9355d1fb2606b77b643a1dd71d98603?cid=774b29d4f13844c495f206cafdad9c86,0ZP4fS8z5UkkhMGgMMYu7A,Rock,1995,144585,0.634,0.976,9,-3.294,1,0.0538,0.263,0.0,0.512,0.945,164.565,4
TRFFILL128F9304160,Girl's Not Grey,AFI,https://p.scdn.co/mp3-preview/9ec3acde4f6ad67f4f6de9175aebc2b4b7533527?cid=774b29d4f13844c495f206cafdad9c86,1i4VM3PDQSAvmuqGMNfmxL,Rock,2004,190840,0.429,0.809,8,-8.268,0,0.0354,0.00991,0.000113,0.297,0.739,121.744,4
TRXMXHX128F92E7D08,Kids,MGMT,https://p.scdn.co/mp3-preview/6a749da38e969dca948f36139f976b594db38f5d?cid=774b29d4f13844c495f206cafdad9c86,0Ef1zHP0XkSstb29aINlN5,Punk,2009,304773,0.442,0.911,9,-5.025,1,0.0728,0.000771,0.00289,0.339,0.183,122.961,4
TRPHFNB128F93141E7,Electric Feel,MGMT,https://p.scdn.co/mp3-preview/dba49cb2290710a45cba747b0a6cf3f9c869ecfe?cid=774b29d4f13844c495f206cafdad9c86,09mYp65Em1rHZybfogOwUR,Pop,2008,229173,0.78,0.797,1,-5.474,1,0.034,0.139,0.00321,0.4,0.654,103.028,3
TRILVLT128F4214AE2,Stronger,Kanye West,https://p.scdn.co/mp3-preview/1e7f58c67c822f53b2a2e3bd508abd4286f19a35?cid=774b29d4f13844c495f206cafdad9c86,08IrLUx06jBA1Hv8kuAIw2,Electronic,2007,311866,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,4
TRXBVRM128F4283254,One More Time,Daft Punk,https://p.scdn.co/mp3-preview/c27897e8eb4c0910e052c9beb6711432f3630879?cid=774b29d4f13844c495f206cafdad9c86,0DiWol3AO6WpXZgp0goxAV,Country,2001,320357,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,4
TROPSZC12903CE8913,Paper Planes,M.I.A.,https://p.scdn.co/mp3-preview/91a053f8a0cf371a2deed7b64e3f82cb24dfd95f?cid=774b29d4f13844c495f206cafdad9c86,1kusepF3AacIEtUTYrw4GV,Rock,2007,203760,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,4
TRLXCKQ128F935A837,Crystalised,The xx,https://p.scdn.co/mp3-preview/7e4a05674ddbe7f080fefbbc3741aaa4a4065610?cid=774b29d4f13844c495f206cafdad9c86,1nmCmB3qdXrzxFhvLJuhuB,Rock,2009,201946,0.763,0.484,11,-12.368,0,0.0311,0.812,0.393,0.0841,0.416,122.913,4
TRXNNZW12903CD60B1,Islands,The xx,https://p.scdn.co/mp3-preview/d0f8166b16772d350909bd87e34cf0ef1041b010?cid=774b29d4f13844c495f206cafdad9c86,0c5E6H2gp3sVbFtE7KXqwh,Rock,2012,161453,0.866,0.452,4,-12.531,1,0.0731,0.717,0.0918,0.178,0.714,124.057,4
TRUFTBY128F93450B8,Alejandro,Lady Gaga,https://p.scdn.co/mp3-preview/fc79c08bc9f46cca000a6c75ffe943f6399a7850?cid=774b29d4f13844c495f206cafdad9c86,0CXHrBetrvDx4PwBar1ZWj,Pop,2010,274800,0.626,0.8,11,-6.777,0,0.0435,0.000582,0.00114,0.374,0.353,98.995,4
TRACNMH12903CA9CCC,LoveGame,Lady Gaga,https://p.scdn.co/mp3-preview/d86823520201b82a2cd6f9344a127ced003ebb71?cid=774b29d4f13844c495f206cafdad9c86,00bNP3gNLbXs6rC5MyfLSR,Pop,2010,211171,0.884,0.397,6,-13.208,0,0.0528,0.765,0.966,0.1,0.734,105.02,4
