track_id,name,artist,spotify_preview_url,spotify_id,tags,genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
TRGQQFW128F93530D5,Koop Island Blues,Koop,https://p.scdn.co/mp3-preview/971b6a35b3e16054aa51e2aef814af4f90d61b8e?cid=774b29d4f13844c495f206cafdad9c86,08OgVusKtektOF0Hvk3wNC,electronic|female_vocalists|jazz|chillout|downtempo|lounge,Jazz,2010,273225,561,594,10,-7.484,0,325,627,259,274,544,158.018,4
TRFNZZG12903C9801B,Seventeen,Ladytron,https://p.scdn.co/mp3-preview/25a110fdc513493b23a7f33ee636eacee9a7ec25?cid=774b29d4f13844c495f206cafdad9c86,0RvyZOhKMCj9pJMm0hmoS2,electronic|indie|pop|female_vocalists|dance|british|electro|synthpop,Rock,2011,277866,642,794,8,-7.908,1,309,6.98e-05,348,146,785,119.55,4
TROHCFR128F92DDDA9,Love,The Smashing Pumpkins,https://p.scdn.co/mp3-preview/502a581348b6957d494e246da815d1210c7abdc0?cid=774b29d4f13844c495f206cafdad9c86,1pqy5We6EVGJhrBFkquFwo,rock|electronic|alternative|alternative_rock|90s|american|love|grunge,Electronic,1995,262760,514,659,5,-10.074,0,272,171,821,0.11,256,95.21,4
TRKZERK12903CCE52E,Everything Goes My Way,Metronomy,https://p.scdn.co/mp3-preview/aeddc6f52154fdea761ecbe17bd45ea234ffed21?cid=774b29d4f13844c495f206cafdad9c86,03NIKrksYgEUbXUyYzUrOR,electronic|indie|pop|female_vocalists|experimental|british|new_wave,Rock,2011,210080,864,558,2,-8.196,0,399,102,105,178,544,129.969,4
TRLUGJS128F4264A27,Elysium,Portishead,https://p.scdn.co/mp3-preview/48b5dbaf0caa0f7e520014faac6ad40ef789844c?cid=774b29d4f13844c495f206cafdad9c86,1JdPcAnG1GfiPzRDNplizS,electronic|female_vocalists|chillout|trip_hop|downtempo,Jazz,1997,354626,284,483,11,-5.506,0,486,404,926,303,395,159.504,4
TRSCZVX12903CFA686,Dog Shelter,Burial,https://p.scdn.co/mp3-preview/062377f3c0185e6f57624798aea2d84ea2cfbc17?cid=774b29d4f13844c495f206cafdad9c86,3C4fUSbMB0aTaTTNr8gIKs,electronic|ambient|experimental|british|chillout|downtempo,Electronic,2007,179213,257,414,11,-16.576,1,795,981,881,153,127,121.264,5
TRYGGGQ128F145C41B,Burial,Miike Snow,https://p.scdn.co/mp3-preview/de9c2f039042c6bbce63e535297c59ee285e7d39?cid=774b29d4f13844c495f206cafdad9c86,07iwEH5chsAtSe8buSIDAH,electronic|indie|pop|chillout|00s|swedish|chill,Metal,2009,261120,0.59,637,6,-7.031,0,275,708,352,0.1,313,105.048,4
TRHZJSC128F14791AD,Je Veux Te Voir,Yelle,https://p.scdn.co/mp3-preview/b2779114c58b1e61da2d7e095a2d5a5aff89e376?cid=774b29d4f13844c495f206cafdad9c86,0wDlzgeNkyRTCYOHRXhNsZ,electronic|pop|female_vocalists|dance|electro|french,Electronic,2007,261920,924,651,7,-3.894,1,124,203,69,59,898,126.947,4
TRAAIHF128F426FFA8,The Greatest,Sia,https://p.scdn.co/mp3-preview/a8d25fee23e127e48da34e2e6713dfb4d30160bd?cid=774b29d4f13844c495f206cafdad9c86,0cFpsPPLFWOLfDxjwcfwaf,electronic|pop|female_vocalists|dance,Rock,2016,208000,638,715,10,-8.608,0,176,191,222,427,718,191.972,4
TRKLRQQ128F4281BA1,Can't Do Without You,Caribou,https://p.scdn.co/mp3-preview/d0d0e09ab96380c81cc55afee0847cda40b70ce9?cid=774b29d4f13844c495f206cafdad9c86,0JOvTEhvGKy68UjZbpqmaq,electronic|indie|ambient|experimental|dance|chillout|post_rock|house|techno|electro|chill,Rock,2014,236040,461,403,0,-9.037,1,612,771,774,794,466,128.016,4
TRIENKY128F92FF004,An Eagle in Your Mind,Boards of Canada,https://p.scdn.co/mp3-preview/95d859ae851a5ab81c700536748d95de6b53ce2d?cid=774b29d4f13844c495f206cafdad9c86,03zv0Znm7bA7XzWMZ1lEKO,electronic|ambient|experimental|chillout|trip_hop|downtempo|idm,Electronic,1998,385520,825,467,6,-14.055,1,753,371,845,594,249,96.012,4
TRYOOQS12903CCDAD0,Pap Smear,Crystal Castles,https://p.scdn.co/mp3-preview/2b725153bdb591f230c4e57f0bc5634a05073b4a?cid=774b29d4f13844c495f206cafdad9c86,1L2X0jK5U02gmBHcHBP15l,electronic|experimental|dance|electro|synthpop,Electronic,2011,221093,0.59,844,11,-4.198,0,459,12,17,339,794,121.978,4
TRDOKNT128F4265CFB,Starstruck,Lady Gaga,https://p.scdn.co/mp3-preview/0e35766ef43140b2b99c8418c965c299b0b11811?cid=774b29d4f13844c495f206cafdad9c86,1GT2p7NF47G3Qvog9DvDHL,electronic|pop|female_vocalists|dance,Rock,2010,219692,888,589,1,-11.271,0,99,78,0.0,778,572,103.018,4
TRIMXVR128F9305AED,Concrete Walls,Fever Ray,https://p.scdn.co/mp3-preview/db527e6a2b99f04fb37a958d1fbad44dd39ef63e?cid=774b29d4f13844c495f206cafdad9c86,0nok7IO8yS32ScEWianD1O,electronic|female_vocalists|ambient|experimental|trip_hop|swedish,Electronic,2009,338520,605,0.43,10,-6.731,1,284,121,842,937,204,80.013,4
TRBVPVV128F425F14F,Touch It / Technologic,Daft Punk,https://p.scdn.co/mp3-preview/71c958b90ea51e487f842e132236008c5986ef9e?cid=774b29d4f13844c495f206cafdad9c86,0FjZ1wUVACeJdZfEyKUwoG,electronic|dance|house|techno|electro|french,Electronic,2007,329653,0.52,545,11,-12.67,0,158,494,285,464,233,121.78,4
TRFQGMU12903D0F9BA,This Love (Will Be Your Downfall),Ellie Goulding,https://p.scdn.co/mp3-preview/32da5ac70a9c293106f7e4445f76feb657b68ede?cid=774b29d4f13844c495f206cafdad9c86,0j5sEwTkXDBQOeS5aKsX85,electronic|indie|pop|female_vocalists|dance|british|indie_pop|love|synthpop,Pop,2010,233573,582,733,3,-6.655,0,297,0.13,124,113,433,109.468,4
TRDOEXB12903D086FE,Dragostea Din Tei,O-Zone,https://p.scdn.co/mp3-preview/0bea34c611978006c7b952c4e011e000c2fbd58a?cid=774b29d4f13844c495f206cafdad9c86,05GC0KsXboWsZZaPRIwFxJ,electronic|pop|dance|techno|00s,Pop,2004,215786,805,961,0,-5.003,1,413,179,0.0,565,703,130.089,4
TRILYVY128F933F95B,Prelude,Bonobo,https://p.scdn.co/mp3-preview/632a1700da1767f2191a7aa10c8d141b30781f11?cid=774b29d4f13844c495f206cafdad9c86,3KVHu2I9ZDrdW3ppb3rgTQ,electronic|instrumental|chillout|downtempo,Rock,2010,78266,0.25,0.34,10,-7.581,0,307,885,784,338,163,96.933,4
TRBQRSQ128F42202E4,You'll Find A Way,Santigold,https://p.scdn.co/mp3-preview/7dcae94462560d6c20be7db5cd0072f1993a0757?cid=774b29d4f13844c495f206cafdad9c86,1BEiNTuJl7Kdpl3XPPE12O,electronic|alternative|indie|pop|female_vocalists|indie_rock|american|electro|indie_pop|00s,Rock,2008,192720,0.6,743,4,-5.557,0,77,352,124,565,504,185.771,4
TRRTVCE128F93112E6,Lion in a Coma,Animal Collective,https://p.scdn.co/mp3-preview/dc6c54c1aa8c991679d81688d3340bd4d4fc20c4?cid=774b29d4f13844c495f206cafdad9c86,04yrPIF2Ix871gi8xmM45Z,electronic|indie|pop|experimental|folk|indie_rock|dance|psychedelic|american|indie_pop|psychedelic_rock|00s,Rock,2009,252226,441,916,9,-5.023,1,698,278,0.0,558,698,129.103,3
TRSCBKV128F427888D,Teachers,Daft Punk,https://p.scdn.co/mp3-preview/a325286816a373a68090563b4d194c6241ed214a?cid=774b29d4f13844c495f206cafdad9c86,4ZdjCuiWBv2weLftWPJ72c,electronic|dance|90s|funk|house|techno|electro|french,Folk,1997,173493,0.98,486,6,-7.31,1,251,0.03,823,995,823,123.206,4
TRHCCXP128E0796554,Rome Wasn't Built in a Day,Morcheeba,https://p.scdn.co/mp3-preview/ab75322985890c4a2498c1974b57d0214b41c765?cid=774b29d4f13844c495f206cafdad9c86,074pInVVJnx8MaT5GVuybV,electronic|pop|female_vocalists|british|chillout|trip_hop|downtempo|chill,Electronic,2014,214719,0.61,807,5,-4.997,1,305,769,2.64e-06,376,689,112.031,4
TRIPNMN128F425A9F6,High Fidelity,Daft Punk,https://p.scdn.co/mp3-preview/740b8465dc8d138ca5eef7b9bef8403e1f1a47b7?cid=774b29d4f13844c495f206cafdad9c86,63ZAmhkAV6Kaw955ohbEsN,electronic|dance|90s|house|techno|electro|french,Rap,1997,362466,799,0.66,11,-8.829,0,175,996,446,313,391,125.909,4
TRZTBNV128F1454838,Western Eyes,Portishead,https://p.scdn.co/mp3-preview/1f091312bff053d938a514c3995e7b09ca9d6e47?cid=774b29d4f13844c495f206cafdad9c86,1gOACnpZKFC70kn0nsmqen,electronic|female_vocalists|chillout|trip_hop|downtempo,Electronic,1997,239333,641,292,4,-12.674,0,925,509,198,329,216,138.289,4
TRAHYDH128F9325200,Piranha,The Prodigy,https://p.scdn.co/mp3-preview/9328f98175443d90a8a630fe82fd5b5286e8ff55?cid=774b29d4f13844c495f206cafdad9c86,1ySd6O5ANnwBusrZdatnLw,electronic,Rock,2009,246893,504,971,4,-4.525,1,179,135,754,136,548,165.027,4
TRLVIOA128F422960D,The Salmon Dance,The Chemical Brothers,https://p.scdn.co/mp3-preview/dccef49b06c03e8045db559da10cac6f9b78ea48?cid=774b29d4f13844c495f206cafdad9c86,0W6miXqWrogHuEqnx0AHhG,electronic|dance|techno|electro,Electronic,2007,220226,0.87,739,0,-6.917,1,469,349,6.95e-05,904,724,123.997,4
TRURRUX128F92E7D05,Enjoy,Björk,https://p.scdn.co/mp3-preview/84e90580514e4fdf0d2895f6b735129994509469?cid=774b29d4f13844c495f206cafdad9c86,0vBrrKRfbTgfSXOGZhKWuq,electronic|alternative|female_vocalists|experimental|90s|psychedelic|trip_hop,Punk,1995,234382,547,879,1,-10.727,1,501,146,772,142,453,84.202,4
TRIFILP128F427BA00,Flim,Aphex Twin,https://p.scdn.co/mp3-preview/9f994c2ecb5f148c789f73519b274c7fd728c2d6?cid=774b29d4f13844c495f206cafdad9c86,4q650OiSDQIwccxDFpuuBm,electronic|ambient|experimental|instrumental|chillout|techno|beautiful|idm|chill,Jazz,1997,177093,0.71,734,0,-14.932,0,52,511,838,701,0.4,147.979,4
TRTXRPR128E07912F2,Mr. Self Destruct,Nine Inch Nails,https://p.scdn.co/mp3-preview/4b2898e8da81a150784746b9f9c409835d29ae86?cid=774b29d4f13844c495f206cafdad9c86,0fbbSNH28FSbAkMUQ632i0,electronic|industrial|90s,Rock,1994,270293,436,885,2,-8.314,1,842,639,698,446,248,99.835,4
TRYEGBI128E0795767,I Have Seen,Zero 7,https://p.scdn.co/mp3-preview/34fd1d63b0795a3b294ab3951f4060c18dc864aa?cid=774b29d4f13844c495f206cafdad9c86,0ccIzhQlQ3Azab2FzzQYs1,electronic|ambient|chillout|trip_hop|downtempo|mellow|lounge|chill,Electronic,2010,304733,488,0.68,8,-8.414,1,308,786,551,192,761,158.065,4
TRUNVMZ128F425A0D5,Down the Road,C2C,https://p.scdn.co/mp3-preview/87c095db87583f8c0ecf2095512a710894f78c47?cid=774b29d4f13844c495f206cafdad9c86,01CmDgeeP8GcGWOo4rmbb9,electronic|electro|french,Jazz,2012,207186,717,592,2,-6.168,0,857,648,5.12e-05,64,484,110.993,4
TRQBGKS128F92FF068,Olson,Boards of Canada,https://p.scdn.co/mp3-preview/65f875d707bde7bb9b24bdcfa005da40e889bccb?cid=774b29d4f13844c495f206cafdad9c86,0aPrTlWUf2nmDkC9gcP5kZ,electronic|ambient|instrumental|chillout|downtempo|idm|mellow|lounge|chill,Electronic,1998,91706,223,138,5,-32.843,0,294,937,916,0.13,357,64.017,4
TRAHBGZ128F42675F4,Blue Blood,Foals,https://p.scdn.co/mp3-preview/afb6b7702583dac34398522a19931cd0e06b4ff8?cid=774b29d4f13844c495f206cafdad9c86,2Oh7OZXmAkpq22ucJSDXGy,electronic|indie|pop|alternative_rock|indie_rock|british,Metal,2010,316893,607,787,2,-7.698,1,43,125,323,136,196,130.423,4
TRHDDQG12903CB53EE,Heaven's Gonna Burn Your Eyes,Thievery Corporation,https://p.scdn.co/mp3-preview/c7f3b22fb4a680f065ad66e07ab8add32140c7c2?cid=774b29d4f13844c495f206cafdad9c86,4SnH0V1cnEPUqMSzgDlxKb,electronic|female_vocalists|ambient|chillout|trip_hop|downtempo|lounge|chill,Electronic,2002,250360,516,337,9,-9.812,1,286,635,521,637,323,152.411,4
TREOMYM128F9302970,Cry For You,September,https://p.scdn.co/mp3-preview/a000441cc6e08f5d815b531c5bc83720bae5ef9e?cid=774b29d4f13844c495f206cafdad9c86,08QjqvP7qaeeWRztpk9eGX,electronic|pop|female_vocalists|dance|house,Pop,2008,207000,0.77,874,9,-3.579,1,303,117,844,717,962,130.021,4
TREKAVL128F1453512,Don't Move,Phantogram,https://p.scdn.co/mp3-preview/56cf3494142396c23ece85f0be8298d489f2ba38?cid=774b29d4f13844c495f206cafdad9c86,0UPsdEgJx6ypkfFUxD3ZHh,electronic|indie|experimental|american|trip_hop,Reggae,2011,258186,558,642,5,-5.206,0,321,7.19e-05,746,201,482,99.977,4
TRUHABD12903CE42CD,Mercury,Bloc Party,https://p.scdn.co/mp3-preview/cf5c672de94ee2bad07b99b7326e5ff9a849d502?cid=774b29d4f13844c495f206cafdad9c86,512FFJOvpVKXvGPhStR1NJ,electronic|indie|indie_rock|british|00s,Metal,2008,233320,278,823,4,-3.44,0,195,254,0.0,0.35,459,187.513,5
TRAJTJM128F425FD55,Idealistic,Digitalism,https://p.scdn.co/mp3-preview/a17a7109c4fb860cc56da4970da09d508209d040?cid=774b29d4f13844c495f206cafdad9c86,1AfbLATkzFhtE2uadJzkrF,electronic|dance|electro,Electronic,2007,250693,604,0.78,7,-6.114,0,452,161,138,436,467,128.978,4
TRZKOQI128F4271768,Hanging High,Lykke Li,https://p.scdn.co/mp3-preview/360fc39e3b221f8d6a7479d88f8059d04e83b153?cid=774b29d4f13844c495f206cafdad9c86,07aDTEVtgxcdhiA36yedlb,electronic|indie|pop|female_vocalists|singer_songwriter|chillout|indie_pop|swedish|mellow,Pop,2008,247013,623,485,11,-11.695,0,478,653,215,836,608,106.185,4
TRGXJEJ12903CB2CFD,Rush Minute,Massive Attack,https://p.scdn.co/mp3-preview/4f7e1e143243c838f6f6ff9aed8c43a890254d3f?cid=774b29d4f13844c495f206cafdad9c86,6nS5Vfs6Kv75ZFUa2MKvaz,electronic|british|chillout|trip_hop|downtempo,Electronic,2010,290962,652,359,4,-10.197,0,989,38,789,119,672,140.025,3
TRYHHCJ128F92FFE95,Vision One,Röyksopp,https://p.scdn.co/mp3-preview/39badae6279707b4bc4cc4c2e844bc00a2ca1654?cid=774b29d4f13844c495f206cafdad9c86,0AP5q9egIPuAmolgXa6C0B,electronic|ambient|chillout|electro,Electronic,2009,299720,515,0.95,8,-6.025,0,652,548,213,0.42,0.68,93.082,4
TRSVOAH128F422EE2D,Shut Me Up,Mindless Self Indulgence,https://p.scdn.co/mp3-preview/1bbcb4ce221415daec3a8b2dd57dd6af25472128?cid=774b29d4f13844c495f206cafdad9c86,36RafJjTl7ZNRI9Zs6JEuq,electronic|alternative_rock|punk|industrial|punk_rock,Rock,2005,168400,598,782,1,-4.294,1,156,518,1.37e-06,415,797,173.985,4
TRIKGVW128F92EF9C6,Seaweed Song,Passion Pit,https://p.scdn.co/mp3-preview/c539028fdb36b84094925aca2540d2de7f9918e8?cid=774b29d4f13844c495f206cafdad9c86,02Bj0KWmT8OznkcfKyDSDc,electronic|indie|pop|electro|indie_pop|love|00s,Electronic,2009,264693,526,929,7,-3.508,1,507,148,7.27e-06,237,237,105.016,4
TRNKWUD128F92FEB41,Music Is Math,Boards of Canada,https://p.scdn.co/mp3-preview/f31ab8e8cead1c7d9c3bebe44f722462d339b171?cid=774b29d4f13844c495f206cafdad9c86,3vBJYnujT3yxLjLEG1jtDS,electronic|ambient|experimental|chillout|trip_hop|downtempo|idm|chill,Electronic,2002,321453,542,799,2,-11.021,1,414,682,932,461,116,99.976,4
TRLOPGN128F4268EE8,El Toro,Bonobo,https://p.scdn.co/mp3-preview/afafc8a8f99a829a51b5497d04c6f050154bf326?cid=774b29d4f13844c495f206cafdad9c86,3Cirq91kWvk8oLaHoamBnf,electronic|instrumental|chillout|trip_hop|downtempo,Jazz,2013,224440,651,673,6,-7.838,0,298,124,736,159,0.56,103.359,4
TRLQRUA128E07888FC,Hummer,Foals,https://p.scdn.co/mp3-preview/4f08f3401892e0c8f8b6e73e31719fd14bcb04e3?cid=774b29d4f13844c495f206cafdad9c86,1erINyXgRUSB1fVRXnsTzz,electronic|indie|indie_rock|british|electro,Rock,2007,176013,609,711,9,-4.108,0,37,0.02,1.49e-05,715,769,147.97,4
TRLMLVJ128F423A300,Paper Tiger,Beck,https://p.scdn.co/mp3-preview/9e2f1c9890baada4650a055c74df03b9745d17be?cid=774b29d4f13844c495f206cafdad9c86,799azdZNV34Z1w8CQ1z9ds,rock|electronic|alternative|indie|pop|alternative_rock|indie_rock|singer_songwriter|psychedelic|indie_pop|male_vocalists|beautiful|psychedelic_rock|00s|mellow|chill,Jazz,2002,275533,0.37,548,9,-9.996,1,397,106,745,179,463,142.159,4
TRJXVFS128F14696B2,Funk Ad,Daft Punk,https://p.scdn.co/mp3-preview/b42adaae38e873d29be1c58c60b534f40647380b?cid=774b29d4f13844c495f206cafdad9c86,0cjavaamK4gxP9iZYw5I2X,electronic|dance|90s|house|techno|electro|french,Electronic,1997,51400,724,783,7,-8.958,1,176,21,0.49,295,0.3,111.833,4
TRQZREN128F9313253,Do The Whirlwind,Architecture in Helsinki,https://p.scdn.co/mp3-preview/9a53086c935fd9e980bdf7d04309fab346fc8c15?cid=774b29d4f13844c495f206cafdad9c86,0hprIXr2LcZsdnhg1qQcko,electronic|indie|pop|female_vocalists|experimental|electro|indie_pop,Rock,2005,279040,793,418,0,-8.416,1,561,169,827,387,0.54,111.961,4
TRJXDKB128F93280DE,Loose Ends,Imogen Heap,https://p.scdn.co/mp3-preview/dd595f539ee16da0bc252a2c557d0aa86b4ebdf1?cid=774b29d4f13844c495f206cafdad9c86,1wj4BOoATN7uYc9RKdfJhs,electronic|indie|pop|female_vocalists|singer_songwriter|british|trip_hop|indie_pop,Rock,2005,219400,738,597,9,-7.157,0,306,333,1.67e-05,949,914,115.986,4
TRRBBUU128F1464DF3,Time of Our Lives,Pitbull,https://p.scdn.co/mp3-preview/456046f512b8da97b84928f67cf9d8b2594db484?cid=774b29d4f13844c495f206cafdad9c86,0AZqFkV0eSOqX2i0ooaLlJ,electronic|pop|hip_hop|house|electro|rnb,Rock,2015,229308,718,0.79,1,-5.789,1,615,89,0.0,712,705,124.032,4
TRNFBEV128F42598BC,Deeper Underground,Jamiroquai,https://p.scdn.co/mp3-preview/0513edcb60b8909494880bfc0dfb9a7a870456cf?cid=774b29d4f13844c495f206cafdad9c86,0y8kwqOr9OfodZeBOGPdPp,electronic|pop|dance|soundtrack|90s|funk,RnB,1998,285573,479,628,6,-9.34,1,414,109,753,97,538,103.886,4
TRBHEZB128EF33FB4F,Sound of Silver,LCD Soundsystem,https://p.scdn.co/mp3-preview/ce306e0b21983ca2f123e0a04767694e41482d25?cid=774b29d4f13844c495f206cafdad9c86,442bPYh5CaoKNSadk699eG,electronic|indie|punk|indie_rock|dance|electro,Electronic,2007,427160,865,774,10,-11.215,1,518,173,618,311,595,119.991,4
TRJNPGF128F427A831,Heavy Water,Foals,https://p.scdn.co/mp3-preview/e33dba8b68eb0abb2ac3a02b8d51226a341e7ad8?cid=774b29d4f13844c495f206cafdad9c86,1gD258l5wyMXXlO63xCdEj,electronic|alternative|indie|indie_rock|instrumental|british|post_punk,Rock,2008,272120,385,851,1,-6.837,0,406,221,683,0.12,645,141.927,4
TRMJKUM128F42B87E7,Couleurs,M83,https://p.scdn.co/mp3-preview/6cfe98b3e5fca2c3912e88b634ab4a9de7134c83?cid=774b29d4f13844c495f206cafdad9c86,2GeYCKulBrOpNtV5Rd6cHr,electronic|ambient|instrumental|dance|post_rock|french,Electronic,2008,514493,249,953,10,-6.831,0,624,105,946,295,102,120.0,4
TRPZRAZ128E07817F4,We Suck Young Blood,Radiohead,https://p.scdn.co/mp3-preview/3dcb9bdc780808121ae8219dc695ef0c682c50c9?cid=774b29d4f13844c495f206cafdad9c86,1tvIDzOIROw2Nt0zfeSFoH,rock|electronic|alternative|indie|alternative_rock|experimental|indie_rock|british|90s,Rock,2003,296706,135,239,3,-11.075,0,309,878,292,105,378,77.042,4
TROPHXR128F92CA507,Que Sera,Wax Tailor,https://p.scdn.co/mp3-preview/65ac0ccb3e6d476abc9bf0300057fa69ebe29ed7?cid=774b29d4f13844c495f206cafdad9c86,05EUMP13WVNvtf4y0Aynf4,electronic|chillout|trip_hop|downtempo|french,Pop,2010,164093,717,721,9,-5.059,1,811,243,272,205,401,83.004,4
TRFUSRJ128F92F5E07,Lately,Massive Attack,https://p.scdn.co/mp3-preview/45aff5198e98fa056e2d908dff2b2b2891c92da6?cid=774b29d4f13844c495f206cafdad9c86,1J7GfEGpkEuAxBoG7CxJAe,electronic|chillout|trip_hop|downtempo|lounge,Reggae,1991,266493,811,307,10,-17.812,0,112,671,313,746,717,87.233,4
TRENJYE128F1462AE3,Holdin On,Flume,https://p.scdn.co/mp3-preview/f2237502fc7de1e49ae4df92a48c9f89f2f82509?cid=774b29d4f13844c495f206cafdad9c86,01zakv8l7zpZ28SjhX2JCS,electronic|hip_hop,Rock,2013,151746,667,438,8,-4.96,1,652,173,0.0,372,243,89.953,4
TRTHNND12903D0F9E0,Every Time You Go,Ellie Goulding,https://p.scdn.co/mp3-preview/a681f1fee7829af1c82da63eaeebb2e9d4a773f8?cid=774b29d4f13844c495f206cafdad9c86,0c3N3991ucDuH9kOEzCBUd,electronic|indie|pop|female_vocalists|british|indie_pop,Pop,2011,205093,623,789,5,-5.364,0,304,297,0.0,132,465,108.982,4
TRZWTOU12903CE450A,Brian Eno,MGMT,https://p.scdn.co/mp3-preview/6ad7bd6c673e190021b1297f3448fe4bbd68a064?cid=774b29d4f13844c495f206cafdad9c86,0kajwjSwlUKqSgivlVwi5M,rock|electronic|alternative|indie|pop|experimental|indie_rock|psychedelic|american|indie_pop|psychedelic_rock,Rock,2007,271773,374,969,7,-3.505,1,527,851,289,656,635,181.787,4
TRZKOKE128E0786527,Earthquake Weather,Beck,https://p.scdn.co/mp3-preview/aa2e75fc19d916993d9edef74ad7d2e39856b193?cid=774b29d4f13844c495f206cafdad9c86,0CsWCJq1a8Eu46IvNJyu2f,rock|electronic|alternative|indie|alternative_rock|experimental|folk|indie_rock|singer_songwriter|funk|indie_pop|male_vocalists|00s|chill,Rock,2005,266000,789,637,1,-8.214,1,0.13,544,164,763,743,146.432,4
TRGKQKY128F930B1E7,Hearts a Mess,Gotye,https://p.scdn.co/mp3-preview/f2a7e4deb12db9944f51b7b65c16200460049349?cid=774b29d4f13844c495f206cafdad9c86,0EaFL8QAiKRzwCq1Pe9bjO,electronic|alternative|indie|experimental|indie_rock|singer_songwriter|chillout|trip_hop|chill,Rock,2006,366093,782,508,5,-9.606,0,36,0.07,0.21,0.15,521,125.068,4
TRDVHFU128E079576E,Red Dust,Zero 7,https://p.scdn.co/mp3-preview/8614e6231be035707558401b0d051c5a3ed6849b?cid=774b29d4f13844c495f206cafdad9c86,2gSXQrg6vBQWrIbmSGiYBa,electronic|ambient|instrumental|chillout|trip_hop|downtempo|lounge|chill,Electronic,2007,340640,581,439,4,-9.606,1,27,443,0.86,142,195,86.001,4
TRMZKOA128F92FF00D,Telephasic Workshop,Boards of Canada,https://p.scdn.co/mp3-preview/f6a64edb3641819a0eee532f863353ba06d73297?cid=774b29d4f13844c495f206cafdad9c86,5B5nloaA2UpNrjweosqVe3,electronic|ambient|experimental|chillout|trip_hop|downtempo|idm|chill,Electronic,1998,395480,683,0.83,2,-14.398,1,251,175,843,919,576,200.14,4
TRAUDSV128E07863F9,Too Much Love,LCD Soundsystem,https://p.scdn.co/mp3-preview/b8bc47a0deef52eaed7524734ed381bd6e27cf2c?cid=774b29d4f13844c495f206cafdad9c86,0o0w7R5s7FT60liDBgxVFC,electronic|indie|indie_rock|dance|house|electro,Electronic,2005,342493,696,853,10,-6.935,0,41,791,557,286,915,118.3,4
TRDJGNL128F42B86E3,Last Trip (In Flight),Kasabian,https://p.scdn.co/mp3-preview/e755fb7b43ab1b064b0f83280420881b63598658?cid=774b29d4f13844c495f206cafdad9c86,01sDjsn9Akwz021gByx6AZ,rock|electronic|alternative|indie|alternative_rock|indie_rock|british|psychedelic|00s|britpop,Rock,2006,172720,399,932,7,-4.047,1,994,278,633,642,403,149.214,4
TRBUADZ128F931D74C,Out of the Blue,Julian Casablancas,https://p.scdn.co/mp3-preview/4d7bd6d6ef019808faea949b779737afff24bc5b?cid=774b29d4f13844c495f206cafdad9c86,2wv4KppBgQlNleDaE3DGvW,rock|electronic|alternative|indie|alternative_rock|indie_rock|american|00s,Rock,2010,281200,452,886,8,-2.712,1,405,284,938,563,569,111.634,4
TRNHKGL128E07912F9,I Do Not Want This,Nine Inch Nails,https://p.scdn.co/mp3-preview/b1db58f0c527cf5e20274ea878503fd3686355f3?cid=774b29d4f13844c495f206cafdad9c86,2eqSAOPPTUm9aHK2USkAfM,electronic|alternative_rock|industrial|90s,Electronic,1994,341200,602,953,4,-6.65,1,111,278,208,147,913,117.92,4
TRUFLEO12903CB33FC,All in Forms,Bonobo,https://p.scdn.co/mp3-preview/b4b14f2feda14df052a2a5c0dcfba80dfbc028c4?cid=774b29d4f13844c495f206cafdad9c86,1yeOax59dKY97xsbDnMl7A,electronic|chillout|trip_hop|downtempo|mellow|chill,Electronic,2010,291733,701,557,9,-8.816,1,291,102,868,164,587,109.995,4
TRCRJSO128F9306488,Hair,Lady Gaga,https://p.scdn.co/mp3-preview/9d3c56358a2e786bfb943fe9e929b491b10ea912?cid=774b29d4f13844c495f206cafdad9c86,0Jx3iRmtmNCOSXyeuwPobn,electronic|pop|female_vocalists|dance,Rock,2011,307893,566,922,5,-3.417,1,564,123,3.33e-05,167,413,135.027,4
TRLIOYD128F92FEADE,Satellite Anthem Icarus,Boards of Canada,https://p.scdn.co/mp3-preview/336afdfc7264781379b2215d69840b9a0ecdfc75?cid=774b29d4f13844c495f206cafdad9c86,6pxWghcPKRSjZPj8Ba9vpB,electronic|ambient|instrumental|chillout|downtempo|idm|lounge|chill,Electronic,2005,364533,561,503,2,-11.123,1,362,49,891,386,362,104.14,4
TRVTIBU128C719670E,Mutual Slump,DJ Shadow,https://p.scdn.co/mp3-preview/f113e9471720b623dd9c995789d40b89679532df?cid=774b29d4f13844c495f206cafdad9c86,0azwZr92DArl1Eyty2T1No,electronic|instrumental|chillout|hip_hop|trip_hop|downtempo,Electronic,1996,240047,0.5,829,9,-6.275,1,497,596,828,326,359,98.018,4
TRKZXTG128F92FF00A,The Color of the Fire,Boards of Canada,https://p.scdn.co/mp3-preview/4965cc85b50681bd539ce2de2ff56284ef4f073c?cid=774b29d4f13844c495f206cafdad9c86,5dm5vtne8lx8BPrVamK6S1,electronic|ambient|british|chillout|psychedelic|idm,Electronic,1998,105626,238,93,6,-25.475,1,328,967,617,127,61,80.705,4
